pasA1,NZ_CP062160.1,100.000,84,0,0,1,84,3132785,3132868,1.15e-33,152
pasA1,NZ_CP062160.1,91.892,74,6,0,11,84,2269337,2269410,4.29e-20,107
pasA1,NZ_CP062160.1,91.892,74,6,0,11,84,2724622,2724549,4.29e-20,107
pasA1,NZ_CP062160.1,87.500,40,5,0,45,84,3776983,3777022,0.010,50.9
pasA1,NZ_CP030939.1,100.000,84,0,0,1,84,3351122,3351205,1.15e-33,152
pasA1,NZ_CP030939.1,91.892,74,6,0,11,84,3189332,3189405,4.29e-20,107
pasA1,NZ_CP028429.1,100.000,84,0,0,1,84,861495,861412,1.15e-33,152
pasA1,NZ_CP028429.1,100.000,84,0,0,1,84,1115679,1115596,1.15e-33,152
pasA1,NZ_CP028429.1,100.000,84,0,0,1,84,1367122,1367039,1.15e-33,152
pasA1,NZ_CP028429.1,91.892,74,6,0,11,84,1974697,1974770,4.29e-20,107
pasA1,NZ_CP028429.1,91.892,74,6,0,11,84,4837893,4837820,4.29e-20,107
pasA1,NZ_CP012693.1,100.000,84,0,0,1,84,2313923,2313840,1.15e-33,152
pasA1,NZ_CP012693.1,100.000,84,0,0,1,84,3849140,3849223,1.15e-33,152
pasA1,NZ_CP012693.1,91.892,74,6,0,11,84,3568630,3568703,4.29e-20,107
pasA1,NZ_CP027219.1,100.000,84,0,0,1,84,3510935,3511018,1.15e-33,152
pasA1,NZ_CP027219.1,91.892,74,6,0,11,84,3212787,3212860,4.29e-20,107
pasA1,NZ_CP027219.1,100.000,52,0,0,1,52,1933858,1933807,2.71e-16,95.1
pasA1,NZ_CP027219.1,82.143,84,15,0,1,84,1793432,1793349,4.90e-13,85.1
pasA1,NZ_CP027219.1,100.000,37,0,0,48,84,1932544,1932508,3.77e-08,68.0
pasA1,NZ_CP027219.1,85.417,48,7,0,1,48,2821840,2821887,2.38e-04,56.3
pasA1,NZ_CP027325.1,100.000,84,0,0,1,84,1825567,1825484,1.15e-33,152
pasA1,NZ_CP027325.1,91.892,74,6,0,11,84,2444140,2444067,4.29e-20,107
pasA1,NZ_CP027325.1,91.892,74,6,0,11,84,2979753,2979680,4.29e-20,107
pasA1,NZ_CP027325.1,91.892,74,6,0,11,84,4264046,4264119,4.29e-20,107
pasA1,NZ_CP027325.1,85.417,48,7,0,1,48,684806,684853,2.38e-04,56.3
pasA1,NZ_CP027577.1,100.000,84,0,0,1,84,2402687,2402604,1.15e-33,152
pasA1,NZ_CP027577.1,100.000,84,0,0,1,84,3336537,3336454,1.15e-33,152
pasA1,NZ_CP027577.1,91.892,74,6,0,11,84,2989854,2989781,4.29e-20,107
pasA1,NZ_CP027577.1,91.892,74,6,0,11,84,3597795,3597868,4.29e-20,107
pasA1,NZ_CP027380.1,100.000,84,0,0,1,84,2914108,2914191,1.15e-33,152
pasA1,NZ_CP027380.1,100.000,84,0,0,1,84,3162867,3162950,1.15e-33,152
pasA1,NZ_CP027380.1,100.000,84,0,0,1,84,3448062,3447979,1.15e-33,152
pasA1,NZ_CP027380.1,91.892,74,6,0,11,84,2309509,2309436,4.29e-20,107
pasA1,NZ_CP027380.1,91.892,74,6,0,11,84,4681391,4681464,4.29e-20,107
pasA1,NZ_CP027351.1,100.000,84,0,0,1,84,1218423,1218340,1.15e-33,152
pasA1,NZ_CP027351.1,100.000,84,0,0,1,84,2641087,2641004,1.15e-33,152
pasA1,NZ_CP027351.1,100.000,84,0,0,1,84,3200477,3200560,1.15e-33,152
pasA1,NZ_CP027351.1,91.892,74,6,0,11,84,2573788,2573715,4.29e-20,107
pasA1,NZ_CP027351.1,85.417,48,7,0,1,48,4567260,4567307,2.38e-04,56.3
pasA1,NZ_CP027546.1,100.000,84,0,0,1,84,51310,51227,1.15e-33,152
pasA1,NZ_CP027546.1,100.000,84,0,0,1,84,1552104,1552187,1.15e-33,152
pasA1,NZ_CP027546.1,91.892,74,6,0,11,84,330560,330487,4.29e-20,107
pasA1,NZ_CP027331.1,100.000,84,0,0,1,84,175931,175848,1.15e-33,152
pasA1,NZ_CP027331.1,100.000,84,0,0,1,84,986421,986338,1.15e-33,152
pasA1,NZ_CP027331.1,91.892,74,6,0,11,84,646450,646377,4.29e-20,107
pasA1,NZ_CP027331.1,91.892,74,6,0,11,84,1298113,1298040,4.29e-20,107
pasA1,NZ_CP027388.1,100.000,84,0,0,1,84,2031560,2031643,1.15e-33,152
pasA1,NZ_CP027388.1,100.000,84,0,0,1,84,2941847,2941930,1.15e-33,152
pasA1,NZ_CP027388.1,91.892,74,6,0,11,84,1742210,1742283,4.29e-20,107
pasA1,NZ_CP027388.1,80.952,84,16,0,1,84,418754,418671,5.97e-12,80.6
pasA1,NZ_CP027388.1,85.417,48,7,0,1,48,667165,667118,2.38e-04,56.3
pasA1,NZ_CP027355.1,100.000,84,0,0,1,84,2118946,2119029,1.15e-33,152
pasA1,NZ_CP027355.1,91.892,74,6,0,11,84,1243320,1243393,4.29e-20,107
pasA1,NZ_CP027355.1,85.417,48,7,0,1,48,246384,246337,2.38e-04,56.3
pasA1,NZ_CP027355.1,85.417,48,7,0,1,48,1560070,1560117,2.38e-04,56.3
pasA1,NZ_CP027766.1,100.000,84,0,0,1,84,583952,583869,1.15e-33,152
pasA1,NZ_CP027766.1,100.000,84,0,0,1,84,1350031,1350114,1.15e-33,152
pasA1,NZ_CP027766.1,100.000,84,0,0,1,84,2137130,2137213,1.15e-33,152
pasA1,NZ_CP027766.1,91.892,74,6,0,11,84,988740,988667,4.29e-20,107
pasA1,NZ_CP027766.1,91.892,74,6,0,11,84,3722181,3722254,4.29e-20,107
pasA1,NZ_CP027766.1,85.417,48,7,0,1,48,207670,207623,2.38e-04,56.3
pasA1,NZ_CP027390.1,100.000,84,0,0,1,84,616337,616254,1.15e-33,152
pasA1,NZ_CP027390.1,100.000,84,0,0,1,84,1697908,1697825,1.15e-33,152
pasA1,NZ_CP027390.1,100.000,84,0,0,1,84,2236501,2236584,1.15e-33,152
pasA1,NZ_CP027390.1,100.000,84,0,0,1,84,5235507,5235424,1.15e-33,152
pasA1,NZ_CP027390.1,91.892,74,6,0,11,84,991942,991869,4.29e-20,107
